,date,price,bedrooms,bathrooms,sqft_living,floors,view,condition,yr_built,zipcode,lat,long,yr_bin,zip_bin,bed_cat,floor_cat,condition_cat,view_cat,baths
8390,2014-05-22,475000.0,3,2.25,1820,1.0,0.0,3,1981,98052,47.7206,-122.11,80s,"(98042.0, 98053.0]",3,1.0,3,0.0,2-3
8391,2014-06-09,579000.0,2,2.0,1870,1.0,0.0,3,2003,98053,47.7108,-122.031,00s,"(98042.0, 98053.0]",2,1.0,3,0.0,1-2
8392,2014-11-10,507000.0,4,2.0,1360,1.5,0.0,3,1945,98107,47.6736,-122.39,40s,"(98103.0, 98107.0]",4,1.5,3,0.0,1-2
8393,2014-05-12,210000.0,3,2.5,1040,2.0,0.0,3,2004,98118,47.5165,-122.26799999999999,00s,"(98115.0, 98118.0]",3,2.0,3,0.0,2-3
8394,2014-06-30,359500.0,4,2.75,2140,2.0,0.0,3,1993,98001,47.3537,-122.274,90s,"(98000.999, 98004.0]",4,2.0,3,0.0,2-3
8395,2014-11-07,248000.0,3,1.75,1330,1.0,0.0,3,1987,98001,47.3304,-122.277,80s,"(98000.999, 98004.0]",3,1.0,3,0.0,1-2
8396,2014-10-22,239300.0,3,1.0,1070,1.0,0.0,3,1952,98178,47.5071,-122.255,50s,"(98177.0, 98199.0]",3,1.0,3,0.0,0-1
8397,2014-12-16,315000.0,3,2.25,1370,3.0,0.0,3,2009,98133,47.7326,-122.34299999999999,00s,"(98125.0, 98133.0]",3,3.0,3,0.0,2-3
8398,2015-02-26,970000.0,4,3.0,3510,2.0,0.0,4,1976,98005,47.6381,-122.166,70s,"(98004.0, 98010.0]",4,2.0,4,0.0,2-3
8399,2015-03-17,510000.0,3,1.5,1730,1.0,1.0,3,1954,98136,47.5282,-122.391,50s,"(98133.0, 98155.0]",3,1.0,3,1.0,1-2
8400,2014-06-21,418000.0,4,1.5,1550,1.0,0.0,3,1956,98008,47.6005,-122.12899999999999,50s,"(98004.0, 98010.0]",4,1.0,3,0.0,1-2
8401,2014-06-12,699000.0,4,2.5,3280,2.0,0.0,3,1996,98053,47.6711,-122.012,90s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
8402,2015-03-21,871000.0,4,2.5,2150,1.0,3.0,4,1967,98006,47.5663,-122.163,60s,"(98004.0, 98010.0]",4,1.0,4,3.0,2-3
8403,2014-05-07,515000.0,3,1.75,1580,1.0,1.0,4,1967,98008,47.6069,-122.11200000000001,60s,"(98004.0, 98010.0]",3,1.0,4,1.0,1-2
8404,2014-08-11,400000.0,3,1.0,1460,1.0,0.0,3,1952,98166,47.4434,-122.34700000000001,50s,"(98155.0, 98177.0]",3,1.0,3,0.0,0-1
8405,2014-12-09,445000.0,3,1.75,1410,1.0,0.0,4,1954,98125,47.7026,-122.29,50s,"(98118.0, 98125.0]",3,1.0,4,0.0,1-2
8406,2015-02-25,1110000.0,4,2.75,3090,1.0,2.0,3,1956,98199,47.6339,-122.396,50s,"(98177.0, 98199.0]",4,1.0,3,2.0,2-3
8407,2014-10-27,212000.0,3,1.5,1690,1.0,0.0,3,1976,98038,47.3857,-122.079,70s,"(98033.0, 98038.0]",3,1.0,3,0.0,1-2
8408,2015-01-12,710000.0,4,2.5,2870,2.0,0.0,3,1980,98006,47.5547,-122.154,70s,"(98004.0, 98010.0]",4,2.0,3,0.0,2-3
8409,2015-03-31,225800.0,4,1.0,1100,1.0,0.0,4,1907,98030,47.3858,-122.227,pre-20s,"(98029.0, 98033.0]",4,1.0,4,0.0,0-1
8410,2014-12-22,520000.0,3,1.75,2310,1.0,2.0,3,1983,98155,47.7697,-122.274,80s,"(98133.0, 98155.0]",3,1.0,3,2.0,1-2
8412,2014-06-19,248000.0,4,2.0,2080,1.0,0.0,3,1950,98178,47.4918,-122.258,40s,"(98177.0, 98199.0]",4,1.0,3,0.0,1-2
8413,2014-10-16,556000.0,4,2.5,2230,1.0,0.0,4,1957,98005,47.589,-122.156,50s,"(98004.0, 98010.0]",4,1.0,4,0.0,2-3
8415,2015-03-31,320000.0,4,2.75,1640,1.0,0.0,3,1984,98118,47.5625,-122.28299999999999,80s,"(98115.0, 98118.0]",4,1.0,3,0.0,2-3
8416,2014-07-08,245000.0,3,2.5,1600,2.0,0.0,4,1992,98031,47.4034,-122.18700000000001,90s,"(98029.0, 98033.0]",3,2.0,4,0.0,2-3
8417,2015-02-03,700000.0,3,2.5,2850,2.0,0.0,3,1987,98072,47.7376,-122.102,80s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
8419,2014-06-17,640000.0,3,2.0,1380,1.0,0.0,3,1948,98199,47.651,-122.369,40s,"(98177.0, 98199.0]",3,1.0,3,0.0,1-2
8420,2015-04-28,420000.0,4,1.75,1320,1.0,0.0,4,1942,98126,47.5266,-122.37899999999999,40s,"(98125.0, 98133.0]",4,1.0,4,0.0,1-2
8421,2014-10-08,349950.0,3,2.5,1420,3.0,0.0,3,2002,98103,47.6982,-122.34899999999999,00s,"(98075.0, 98103.0]",3,3.0,3,0.0,2-3
8422,2014-07-14,307999.0,4,2.75,2420,2.0,0.0,3,1996,98022,47.2091,-122.009,90s,"(98010.0, 98023.0]",4,2.0,3,0.0,2-3
8423,2014-05-07,749950.0,4,2.75,2600,2.0,0.0,5,1949,98116,47.5656,-122.4,40s,"(98115.0, 98118.0]",4,2.0,5,0.0,2-3
8424,2014-07-11,290000.0,2,1.0,840,1.0,0.0,4,1919,98133,47.7048,-122.34700000000001,pre-20s,"(98125.0, 98133.0]",2,1.0,4,0.0,0-1
8425,2014-07-12,235000.0,3,1.75,1420,1.0,0.0,4,1962,98092,47.2931,-122.18799999999999,60s,"(98075.0, 98103.0]",3,1.0,4,0.0,1-2
8426,2014-09-03,225000.0,3,1.0,1790,1.0,0.0,3,1937,98146,47.508,-122.337,30s,"(98133.0, 98155.0]",3,1.0,3,0.0,0-1
8427,2015-04-24,302100.0,3,1.0,1790,1.0,0.0,3,1937,98146,47.508,-122.337,30s,"(98133.0, 98155.0]",3,1.0,3,0.0,0-1
8428,2015-02-12,520000.0,2,1.0,1340,1.0,0.0,3,1939,98115,47.696999999999996,-122.31299999999999,30s,"(98107.0, 98115.0]",2,1.0,3,0.0,0-1
8429,2014-06-26,285000.0,2,1.0,1010,1.0,0.0,3,1975,98155,47.7651,-122.291,70s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
8430,2014-08-21,525000.0,3,2.0,1640,1.0,0.0,3,1981,98074,47.6301,-122.037,80s,"(98070.0, 98075.0]",3,1.0,3,0.0,1-2
8432,2014-10-06,377500.0,3,2.0,1370,1.0,0.0,3,1926,98125,47.7329,-122.30799999999999,20s,"(98118.0, 98125.0]",3,1.0,3,0.0,1-2
8433,2015-04-27,587450.0,3,2.25,2190,1.5,1.0,4,1927,98125,47.7303,-122.287,20s,"(98118.0, 98125.0]",3,1.5,4,1.0,2-3
8434,2015-01-21,245000.0,3,2.25,1530,1.0,0.0,3,1979,98023,47.2715,-122.338,70s,"(98010.0, 98023.0]",3,1.0,3,0.0,2-3
8435,2014-07-29,200000.0,3,2.0,1290,1.0,0.0,3,1994,98092,47.3175,-122.17,90s,"(98075.0, 98103.0]",3,1.0,3,0.0,1-2
8436,2014-11-25,2140000.0,4,3.75,5150,2.0,3.0,3,1997,98053,47.6795,-121.991,90s,"(98042.0, 98053.0]",4,2.0,3,3.0,3-4
8437,2014-11-09,607000.0,3,2.5,2470,2.0,0.0,3,1991,98072,47.7439,-122.17,90s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
8438,2015-04-14,1250000.0,1,1.25,1810,1.5,4.0,4,1967,98075,47.5814,-122.081,60s,"(98070.0, 98075.0]",1,1.5,4,4.0,1-2
8439,2015-03-10,549950.0,4,2.5,2230,1.0,0.0,4,1981,98074,47.6305,-122.03399999999999,80s,"(98070.0, 98075.0]",4,1.0,4,0.0,2-3
8440,2014-11-18,250000.0,3,3.0,2300,1.0,0.0,3,1960,98056,47.5102,-122.18,50s,"(98053.0, 98058.0]",3,1.0,3,0.0,2-3
8441,2014-05-09,525000.0,3,2.5,2030,2.0,0.0,4,1991,98029,47.5718,-121.999,90s,"(98023.0, 98029.0]",3,2.0,4,0.0,2-3
8442,2014-06-24,440000.0,3,1.75,2000,1.0,2.0,4,1957,98166,47.4436,-122.339,50s,"(98155.0, 98177.0]",3,1.0,4,2.0,1-2
8443,2015-03-13,425000.0,3,2.75,3610,1.5,3.0,3,1918,98023,47.3351,-122.36200000000001,pre-20s,"(98010.0, 98023.0]",3,1.5,3,3.0,2-3
8445,2014-05-28,315000.0,3,2.0,1300,1.0,0.0,3,1993,98118,47.5374,-122.27,90s,"(98115.0, 98118.0]",3,1.0,3,0.0,1-2
8447,2015-05-01,366000.0,4,2.75,2170,2.0,0.0,3,1995,98038,47.3814,-122.024,90s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
8448,2014-10-21,315000.0,3,1.75,1680,1.0,0.0,3,1952,98133,47.7201,-122.35,50s,"(98125.0, 98133.0]",3,1.0,3,0.0,1-2
8449,2014-10-27,299000.0,3,1.5,1190,1.0,0.0,4,1959,98056,47.5164,-122.189,50s,"(98053.0, 98058.0]",3,1.0,4,0.0,1-2
8450,2014-11-13,350000.0,2,1.0,940,1.0,0.0,3,1950,98155,47.7518,-122.279,40s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
8451,2014-11-05,340000.0,2,1.75,1010,1.0,0.0,3,2003,98199,47.6515,-122.4,00s,"(98177.0, 98199.0]",2,1.0,3,0.0,1-2
8452,2014-12-30,460000.0,3,1.75,1290,1.0,0.0,4,1962,98033,47.6707,-122.17399999999999,60s,"(98029.0, 98033.0]",3,1.0,4,0.0,1-2
8453,2014-07-31,224000.0,3,1.5,1480,1.0,0.0,3,1957,98002,47.2872,-122.212,50s,"(98000.999, 98004.0]",3,1.0,3,0.0,1-2
8454,2014-08-11,140000.0,2,1.0,900,1.0,0.0,2,1940,98118,47.5287,-122.281,30s,"(98115.0, 98118.0]",2,1.0,2,0.0,0-1
8455,2014-10-13,246000.0,4,2.0,1400,1.5,0.0,5,1930,98166,47.4625,-122.345,20s,"(98155.0, 98177.0]",4,1.5,5,0.0,1-2
8456,2015-01-27,330000.0,3,2.5,2040,2.0,0.0,3,1995,98019,47.7278,-121.963,90s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
8457,2014-07-09,306000.0,3,1.0,1450,1.0,0.0,3,1969,98034,47.7311,-122.199,60s,"(98033.0, 98038.0]",3,1.0,3,0.0,0-1
8458,2014-06-04,324950.0,3,1.0,1210,1.0,0.0,3,1949,98155,47.7402,-122.323,40s,"(98133.0, 98155.0]",3,1.0,3,0.0,0-1
8459,2014-06-13,345000.0,2,1.5,1800,1.0,0.0,5,1987,98092,47.302,-122.12299999999999,80s,"(98075.0, 98103.0]",2,1.0,5,0.0,1-2
8460,2014-05-08,207000.0,3,1.0,1490,1.0,0.0,4,1954,98168,47.4901,-122.303,50s,"(98155.0, 98177.0]",3,1.0,4,0.0,0-1
8461,2014-08-27,238000.0,3,1.0,1240,1.5,0.0,5,1953,98056,47.4927,-122.169,50s,"(98053.0, 98058.0]",3,1.5,5,0.0,0-1
8462,2015-04-01,695000.0,3,2.0,2632,2.0,3.0,3,2000,98070,47.3743,-122.421,90s,"(98058.0, 98070.0]",3,2.0,3,3.0,1-2
8463,2014-09-11,649950.0,3,2.5,2150,2.0,0.0,4,1979,98006,47.5573,-122.13600000000001,70s,"(98004.0, 98010.0]",3,2.0,4,0.0,2-3
8464,2015-04-14,515000.0,3,2.75,1710,1.0,0.0,3,1947,98105,47.6693,-122.26700000000001,40s,"(98103.0, 98107.0]",3,1.0,3,0.0,2-3
8465,2014-10-01,452000.0,3,2.5,1530,2.0,0.0,3,1998,98103,47.6985,-122.34899999999999,90s,"(98075.0, 98103.0]",3,2.0,3,0.0,2-3
8466,2014-10-30,236000.0,4,2.5,1630,2.0,0.0,3,2003,98146,47.5072,-122.336,00s,"(98133.0, 98155.0]",4,2.0,3,0.0,2-3
8467,2014-07-30,1290000.0,4,3.5,4080,2.0,2.0,3,1998,98006,47.5519,-122.10600000000001,90s,"(98004.0, 98010.0]",4,2.0,3,2.0,3-4
8468,2014-06-10,563000.0,3,2.75,2340,1.0,0.0,4,1972,98075,47.5952,-122.051,70s,"(98070.0, 98075.0]",3,1.0,4,0.0,2-3
8469,2015-04-02,410988.0,3,1.75,1000,1.0,0.0,4,1967,98072,47.7417,-122.09299999999999,60s,"(98070.0, 98075.0]",3,1.0,4,0.0,1-2
8470,2014-10-21,1200000.0,4,2.5,3180,2.0,0.0,4,1986,98040,47.5382,-122.23,80s,"(98038.0, 98042.0]",4,2.0,4,0.0,2-3
8471,2015-03-19,340000.0,4,2.5,2170,2.0,0.0,3,1992,98031,47.4034,-122.167,90s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
8472,2014-11-07,808100.0,4,3.25,3020,1.0,0.0,5,1956,98133,47.7174,-122.336,50s,"(98125.0, 98133.0]",4,1.0,5,0.0,3-4
8473,2014-06-09,236000.0,3,1.75,1330,1.0,0.0,3,1998,98002,47.3411,-122.219,90s,"(98000.999, 98004.0]",3,1.0,3,0.0,1-2
8474,2015-05-13,330000.0,4,1.75,1720,1.0,0.0,4,1965,98055,47.4654,-122.194,60s,"(98053.0, 98058.0]",4,1.0,4,0.0,1-2
8475,2015-01-27,799990.0,4,3.5,2540,2.0,0.0,5,1910,98117,47.6857,-122.376,pre-20s,"(98115.0, 98118.0]",4,2.0,5,0.0,3-4
8476,2015-04-17,343000.0,3,1.0,1410,1.0,0.0,5,1960,98059,47.5031,-122.152,50s,"(98058.0, 98070.0]",3,1.0,5,0.0,0-1
8477,2014-06-17,332000.0,3,2.5,1530,1.0,0.0,3,1993,98059,47.4852,-122.162,90s,"(98058.0, 98070.0]",3,1.0,3,0.0,2-3
8479,2014-06-17,239950.0,3,1.0,1140,1.0,0.0,5,1943,98058,47.4768,-122.177,40s,"(98053.0, 98058.0]",3,1.0,5,0.0,0-1
8481,2014-05-20,200000.0,3,1.0,1050,1.0,0.0,4,1967,98056,47.4923,-122.165,60s,"(98053.0, 98058.0]",3,1.0,4,0.0,0-1
8482,2015-03-05,453000.0,3,1.75,1600,1.0,0.0,3,1966,98008,47.6293,-122.12100000000001,60s,"(98004.0, 98010.0]",3,1.0,3,0.0,1-2
8483,2014-06-14,330000.0,3,1.75,1430,1.0,0.0,3,1950,98125,47.7331,-122.29899999999999,40s,"(98118.0, 98125.0]",3,1.0,3,0.0,1-2
8484,2015-04-16,285000.0,4,2.5,1996,2.0,0.0,3,2009,98042,47.3365,-122.051,00s,"(98038.0, 98042.0]",4,2.0,3,0.0,2-3
8485,2014-11-06,338000.0,4,1.75,1530,1.0,0.0,5,1948,98155,47.7557,-122.32799999999999,40s,"(98133.0, 98155.0]",4,1.0,5,0.0,1-2
8486,2015-04-24,264950.0,2,1.0,1000,1.0,0.0,3,1951,98126,47.5208,-122.37200000000001,50s,"(98125.0, 98133.0]",2,1.0,3,0.0,0-1
8487,2015-03-11,880000.0,4,2.0,2530,1.0,0.0,5,1954,98040,47.5705,-122.225,50s,"(98038.0, 98042.0]",4,1.0,5,0.0,1-2
8488,2015-04-06,209500.0,3,1.5,970,1.0,0.0,3,1976,98106,47.5366,-122.359,70s,"(98103.0, 98107.0]",3,1.0,3,0.0,1-2
8489,2015-04-25,380000.0,4,2.5,2400,1.0,0.0,4,1958,98056,47.4952,-122.178,50s,"(98053.0, 98058.0]",4,1.0,4,0.0,2-3
8490,2014-12-17,336500.0,3,2.0,1830,1.0,0.0,3,1994,98031,47.3924,-122.19200000000001,90s,"(98029.0, 98033.0]",3,1.0,3,0.0,1-2
8491,2014-07-14,360000.0,3,2.25,2130,1.0,0.0,3,1983,98055,47.4537,-122.211,80s,"(98053.0, 98058.0]",3,1.0,3,0.0,2-3
8492,2014-08-21,911100.0,4,3.25,3330,2.0,0.0,5,1924,98155,47.7596,-122.275,20s,"(98133.0, 98155.0]",4,2.0,5,0.0,3-4
8493,2014-11-24,249900.0,2,1.0,560,1.0,0.0,3,1944,98126,47.5271,-122.375,40s,"(98125.0, 98133.0]",2,1.0,3,0.0,0-1
8494,2014-09-23,175000.0,4,1.0,1210,1.0,0.0,3,1962,98168,47.5008,-122.333,60s,"(98155.0, 98177.0]",4,1.0,3,0.0,0-1
8495,2014-11-13,549950.0,3,2.5,2380,3.0,3.0,3,1988,98126,47.5734,-122.375,80s,"(98125.0, 98133.0]",3,3.0,3,3.0,2-3
8496,2014-10-21,225000.0,3,1.75,1370,1.0,0.0,4,1945,98052,47.6774,-122.164,40s,"(98042.0, 98053.0]",3,1.0,4,0.0,1-2
8497,2014-12-22,270000.0,3,1.75,1370,1.0,0.0,4,1945,98052,47.6774,-122.164,40s,"(98042.0, 98053.0]",3,1.0,4,0.0,1-2
8498,2014-08-19,400000.0,3,2.25,1740,2.0,0.0,3,1980,98028,47.7376,-122.242,70s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
8499,2014-05-21,299800.0,2,1.0,790,1.0,0.0,4,1925,98118,47.5303,-122.288,20s,"(98115.0, 98118.0]",2,1.0,4,0.0,0-1
8500,2014-08-06,555000.0,3,2.5,2480,2.0,0.0,4,1989,98056,47.53,-122.17200000000001,80s,"(98053.0, 98058.0]",3,2.0,4,0.0,2-3
8501,2014-05-07,230000.0,3,2.5,1920,2.0,0.0,3,1988,98055,47.4818,-122.23100000000001,80s,"(98053.0, 98058.0]",3,2.0,3,0.0,2-3
8502,2014-12-10,360000.0,4,2.5,2750,2.0,0.0,3,2002,98092,47.3304,-122.179,00s,"(98075.0, 98103.0]",4,2.0,3,0.0,2-3
8503,2014-09-03,415000.0,2,1.0,880,1.0,0.0,3,1910,98199,47.6575,-122.402,pre-20s,"(98177.0, 98199.0]",2,1.0,3,0.0,0-1
8504,2014-08-18,355000.0,4,1.75,2160,1.0,0.0,4,1976,98023,47.3165,-122.382,70s,"(98010.0, 98023.0]",4,1.0,4,0.0,1-2
8505,2015-03-23,635000.0,4,2.5,2570,2.0,0.0,3,1997,98053,47.6343,-121.969,90s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
8508,2015-04-22,265000.0,3,1.5,1780,1.0,0.0,4,1967,98001,47.3375,-122.291,60s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
8509,2015-03-26,250000.0,4,1.75,1910,1.0,0.0,4,1959,98008,47.6131,-122.12299999999999,50s,"(98004.0, 98010.0]",4,1.0,4,0.0,1-2
8510,2014-08-20,225000.0,2,1.0,1170,1.0,0.0,3,1951,98155,47.7497,-122.31299999999999,50s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
8511,2014-05-03,553000.0,2,1.0,900,1.0,0.0,3,1944,98117,47.6883,-122.395,40s,"(98115.0, 98118.0]",2,1.0,3,0.0,0-1
8513,2014-08-18,312000.0,2,1.0,1170,1.0,0.0,3,1907,98118,47.5503,-122.28299999999999,pre-20s,"(98115.0, 98118.0]",2,1.0,3,0.0,0-1
8514,2014-07-22,475000.0,3,2.5,2630,2.0,0.0,3,1991,98014,47.7035,-121.89399999999999,90s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
8515,2014-11-06,320000.0,4,2.75,2150,1.0,0.0,3,1992,98003,47.26600000000001,-122.307,90s,"(98000.999, 98004.0]",4,1.0,3,0.0,2-3
8516,2014-08-25,453000.0,3,2.0,1430,1.0,0.0,4,1964,98034,47.7206,-122.197,60s,"(98033.0, 98038.0]",3,1.0,4,0.0,1-2
8517,2015-03-25,320000.0,3,1.0,960,1.0,0.0,4,1910,98118,47.5518,-122.279,pre-20s,"(98115.0, 98118.0]",3,1.0,4,0.0,0-1
8518,2015-01-22,610000.0,4,2.75,2640,1.0,2.0,3,1947,98144,47.5882,-122.29,40s,"(98133.0, 98155.0]",4,1.0,3,2.0,2-3
8519,2014-05-20,385000.0,3,1.5,1490,1.0,0.0,4,1959,98028,47.7623,-122.256,50s,"(98023.0, 98029.0]",3,1.0,4,0.0,1-2
8520,2014-05-28,215000.0,3,1.75,1210,1.0,0.0,4,1983,98001,47.2666,-122.25399999999999,80s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
8521,2014-07-09,215000.0,4,1.5,1860,1.5,0.0,5,1920,98022,47.2077,-121.993,pre-20s,"(98010.0, 98023.0]",4,1.5,5,0.0,1-2
8522,2014-12-30,415000.0,3,2.5,1980,2.0,0.0,3,2003,98028,47.7767,-122.23899999999999,00s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
8523,2014-08-14,350000.0,1,1.0,900,1.0,0.0,3,1947,98125,47.7019,-122.311,40s,"(98118.0, 98125.0]",1,1.0,3,0.0,0-1
8524,2015-04-28,395000.0,1,1.0,900,1.0,0.0,3,1947,98125,47.7019,-122.311,40s,"(98118.0, 98125.0]",1,1.0,3,0.0,0-1
8525,2014-11-10,898000.0,2,1.75,1490,1.0,0.0,4,1963,98004,47.6246,-122.199,60s,"(98000.999, 98004.0]",2,1.0,4,0.0,1-2
8526,2014-12-18,480000.0,3,2.5,2980,2.0,0.0,3,2006,98055,47.437,-122.20700000000001,00s,"(98053.0, 98058.0]",3,2.0,3,0.0,2-3
8527,2014-11-10,1240000.0,3,2.5,2660,3.0,3.0,3,2007,98119,47.6264,-122.36399999999999,00s,"(98118.0, 98125.0]",3,3.0,3,3.0,2-3
8528,2014-06-11,599000.0,4,2.5,2790,2.0,0.0,3,1989,98077,47.7647,-122.01899999999999,80s,"(98075.0, 98103.0]",4,2.0,3,0.0,2-3
8529,2015-05-08,770000.0,4,3.0,2800,2.0,0.0,3,1999,98074,47.6123,-122.007,90s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
8530,2015-03-13,1210000.0,3,2.25,1590,2.0,0.0,4,1980,98004,47.6477,-122.21600000000001,70s,"(98000.999, 98004.0]",3,2.0,4,0.0,2-3
8531,2015-01-16,1590000.0,4,2.25,3240,1.0,0.0,4,1953,98004,47.6182,-122.215,50s,"(98000.999, 98004.0]",4,1.0,4,0.0,2-3
8532,2014-05-26,880000.0,3,2.0,2130,1.0,0.0,4,1989,98072,47.7489,-122.12299999999999,80s,"(98070.0, 98075.0]",3,1.0,4,0.0,1-2
8533,2014-06-20,332000.0,3,2.0,1510,1.0,0.0,3,1942,98166,47.4683,-122.348,40s,"(98155.0, 98177.0]",3,1.0,3,0.0,1-2
8534,2014-11-06,445000.0,3,1.75,1750,1.0,0.0,3,1966,98008,47.6289,-122.119,60s,"(98004.0, 98010.0]",3,1.0,3,0.0,1-2
8535,2014-08-25,849000.0,4,2.75,4010,2.0,0.0,3,2004,98038,47.4299,-121.99799999999999,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
8536,2014-12-11,752000.0,4,1.5,1650,1.5,0.0,3,1903,98102,47.6233,-122.319,pre-20s,"(98075.0, 98103.0]",4,1.5,3,0.0,1-2
8538,2014-09-18,420000.0,3,1.0,1320,1.0,0.0,3,1955,98116,47.5705,-122.398,50s,"(98115.0, 98118.0]",3,1.0,3,0.0,0-1
8539,2015-03-17,330000.0,4,2.5,2310,2.0,0.0,3,1997,98092,47.3287,-122.167,90s,"(98075.0, 98103.0]",4,2.0,3,0.0,2-3
8540,2014-12-03,409000.0,3,1.75,1440,1.0,0.0,4,1972,98133,47.7163,-122.333,70s,"(98125.0, 98133.0]",3,1.0,4,0.0,1-2
8542,2015-04-15,570000.0,4,2.5,2430,1.0,0.0,3,1994,98019,47.7125,-121.916,90s,"(98010.0, 98023.0]",4,1.0,3,0.0,2-3
8543,2014-09-16,315000.0,3,1.0,1390,1.0,0.0,3,1982,98155,47.7652,-122.31,80s,"(98133.0, 98155.0]",3,1.0,3,0.0,0-1
8544,2014-10-06,224000.0,2,1.0,1150,1.0,0.0,3,1930,98168,47.4935,-122.316,20s,"(98155.0, 98177.0]",2,1.0,3,0.0,0-1
8545,2014-10-06,293550.0,4,1.75,2120,1.0,0.0,3,1965,98168,47.4939,-122.29700000000001,60s,"(98155.0, 98177.0]",4,1.0,3,0.0,1-2
8546,2014-10-03,350000.0,4,2.75,2300,1.5,0.0,3,1966,98144,47.5732,-122.305,60s,"(98133.0, 98155.0]",4,1.5,3,0.0,2-3
8547,2014-09-16,1110000.0,4,2.5,3320,2.0,3.0,3,1988,98006,47.5655,-122.11399999999999,80s,"(98004.0, 98010.0]",4,2.0,3,3.0,2-3
8548,2015-03-19,442500.0,4,2.5,2400,2.0,0.0,3,1997,98133,47.7522,-122.338,90s,"(98125.0, 98133.0]",4,2.0,3,0.0,2-3
8549,2014-08-04,616500.0,3,2.5,3580,1.0,0.0,3,1992,98027,47.4453,-121.98,90s,"(98023.0, 98029.0]",3,1.0,3,0.0,2-3
8550,2014-11-19,506400.0,3,2.5,2100,1.0,0.0,3,1989,98056,47.5329,-122.17299999999999,80s,"(98053.0, 98058.0]",3,1.0,3,0.0,2-3
8551,2014-12-22,324000.0,3,2.25,1550,2.0,0.0,3,2001,98019,47.7373,-121.96600000000001,00s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
8552,2014-08-05,169000.0,3,1.5,1570,1.5,0.0,4,1931,98022,47.2021,-121.99600000000001,30s,"(98010.0, 98023.0]",3,1.5,4,0.0,1-2
8553,2014-05-29,595000.0,3,2.0,1480,1.0,0.0,4,1928,98117,47.6859,-122.37,20s,"(98115.0, 98118.0]",3,1.0,4,0.0,1-2
8554,2014-05-21,299900.0,3,2.5,2720,2.0,0.0,3,2002,98092,47.3344,-122.17399999999999,00s,"(98075.0, 98103.0]",3,2.0,3,0.0,2-3
8555,2014-05-29,332000.0,3,2.25,2270,1.0,0.0,3,1977,98058,47.4653,-122.176,70s,"(98053.0, 98058.0]",3,1.0,3,0.0,2-3
8556,2014-10-20,432000.0,4,1.75,2410,1.0,0.0,3,1978,98011,47.7341,-122.2,70s,"(98010.0, 98023.0]",4,1.0,3,0.0,1-2
8557,2014-10-02,510000.0,4,2.75,2730,1.0,2.0,3,1996,98198,47.4005,-122.31200000000001,90s,"(98177.0, 98199.0]",4,1.0,3,2.0,2-3
8558,2015-05-01,270000.0,3,2.5,1540,2.0,0.0,4,1986,98030,47.3511,-122.169,80s,"(98029.0, 98033.0]",3,2.0,4,0.0,2-3
8560,2014-10-14,509250.0,2,1.5,1480,1.0,0.0,3,1914,98105,47.6684,-122.323,pre-20s,"(98103.0, 98107.0]",2,1.0,3,0.0,1-2
8561,2015-02-19,189000.0,3,1.0,860,1.0,0.0,5,1969,98042,47.3677,-122.07799999999999,60s,"(98038.0, 98042.0]",3,1.0,5,0.0,0-1
8562,2014-12-08,726500.0,4,2.5,2180,2.0,0.0,3,1999,98117,47.6886,-122.38799999999999,90s,"(98115.0, 98118.0]",4,2.0,3,0.0,2-3
8563,2014-06-19,287000.0,3,2.0,1300,1.5,0.0,5,1933,98168,47.4839,-122.302,30s,"(98155.0, 98177.0]",3,1.5,5,0.0,1-2
8564,2014-09-17,679000.0,4,3.5,3420,2.0,0.0,3,2004,98010,47.3534,-121.992,00s,"(98004.0, 98010.0]",4,2.0,3,0.0,3-4
8565,2014-06-02,316000.0,3,2.25,2130,1.0,0.0,3,1987,98031,47.4202,-122.204,80s,"(98029.0, 98033.0]",3,1.0,3,0.0,2-3
8566,2015-04-27,498000.0,4,2.5,2300,2.0,0.0,4,1992,98014,47.6454,-121.902,90s,"(98010.0, 98023.0]",4,2.0,4,0.0,2-3
8567,2014-10-07,448000.0,4,1.75,2560,1.0,0.0,3,1979,98072,47.7572,-122.147,70s,"(98070.0, 98075.0]",4,1.0,3,0.0,1-2
